cap,city,description,details,price,title,url
 1224, Chêne-Bougeries,", Chêne-Bougeries - Sumptuous master property located in Chêne-Bourg.","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 500 m', ' Locali ': ' 13 ', ' Codice immobile ': ' 3997794 ', ' Numero oggetto ': ' ..65998c16-2ec5-4cbe-b9e0-46454426e63d '}", su richiesta ,Casa monofamiliare 13 Locali,
 1208, Genève,", Genève - Magnifique appartement de 5 chambres, en étage élevé !","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 216 m', ' Locali ': ' 8 ', ' Piano ': ' 6° piano ', ' Anno di costruzione ': ' 2000 ', ' Codice immobile ': ' 4835412 ', ' Numero oggetto ': ' ..f568f848-47c4-485c-879b-de29ae889545 '}", 4'300'000.– ,Appartamento 8 Locali,
 1218, Le Grand-Saconnex,", Le Grand-Saconnex - The green modern Mansion","{' Tipo di oggetto ': ' Villa ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 220 m', ' Locali ': ' 8.5 ', ' Anno di costruzione ': ' 2007 ', ' Ultima ristrutturazione ': ' 2019 ', ' Condizioni ': ' Nuova costruzione ', ' Codice immobile ': ' 4667172 ', ' Numero oggetto ': ' ..032ce02c-b702-4da4-8bd4-c9f8de99fc3a '}", su richiesta ,Villa 8.5 Locali,
 1206, Genève,", Genève - Environnement de campagne à quelques minutes de la ville","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 7 ', ' Codice immobile ': ' 4868388 ', ' Numero oggetto ': ' ..3a85d0aa-3a22-4eff-9d4e-13848b74aa38 '}", su richiesta ,Appartamento 7 Locali,
" Rue des Granges 16,", 1204,", Genève - Rare et exceptionnel à la Rue des Granges 16","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 319 m', ' Locali ': ' 7.5 ', ' Piano ': ' 1° piano ', ' Anno di costruzione ': ' 1787 ', ' Ultima ristrutturazione ': ' 2019 ', ' Codice immobile ': ' 4866857 ', ' Numero oggetto ': ' ..105d4961-f798-4357-bc05-840327bab212 '}", 8'900'000.– ,Appartamento 7.5 Locali,
 1208, Genève,", Genève - Magnifique appartement de 4 pièces en étage élevé","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 99 m', ' Locali ': ' 4 ', ' Piano ': ' 5° piano ', ' Codice immobile ': ' 4836156 ', ' Numero oggetto ': ' ..f51ec6ff-1b5e-4a75-b727-d01fec2214c5 '}", 1'850'000.– ,Appartamento 4 Locali,
 1220, Les Avanchets,", Les Avanchets - Appartement T3 63m2 plein centre Divonne-les-Bains","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 3 ', ' Codice immobile ': ' 4868395 ', ' Numero oggetto ': ' ..3ea0d41a-3327-4c84-a122-2ca45a72bd83 '}", 419'000.– ,Appartamento 3 Locali,
 1219, Aïre,", Aïre - Maison Aïre","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 150 m', ' Locali ': ' 6 ', ' Anno di costruzione ': ' 1995 ', ' Codice immobile ': ' 4866666 ', ' Numero oggetto ': ' ..32f2d4c9-0f30-42ca-8585-41a4c10a5439 '}", su richiesta ,Casa monofamiliare 6 Locali,
 1224, Chêne-Bougeries,", Chêne-Bougeries - CHÊNE-BOUGERIE - VILLA NEUVE - QUARTIER RECHERCHE","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 293 m', ' Locali ': ' 10 ', ' Piani della casa ': ' 3 ', ' Anno di costruzione ': ' 2022 ', ' Condizioni ': ' Nuova costruzione ', ' Codice immobile ': ' 4688725 ', ' Numero oggetto ': ' ..d205cae2-f521-4207-8233-f2c3c5b12dd5 '}", su richiesta ,Casa monofamiliare 10 Locali,
 1223, Cologny,", Cologny - Dernier Rez-de-jardin à Cologny","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 184 m', ' Locali ': ' 5.5 ', ' Anno di costruzione ': ' 2021 ', ' Codice immobile ': ' 4868972 ', ' Numero oggetto ': ' ..3834423d-ea90-43cd-898c-8ddedffa263e '}", 3'100'000.– ,Appartamento 5.5 Locali,
 1207, Genève,", Genève - Magnifique appartement avec cachet au coeur de la ville","{' Tipo di oggetto ': ' Appartamento su due piani ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 197 m', ' Locali ': ' 6 ', ' Piano ': ' 2° piano ', ' Ultima ristrutturazione ': ' 2010 ', ' Codice immobile ': ' 4694404 ', ' Numero oggetto ': ' ..bda1ece5-26b7-48fb-9e27-f2e07a4f5097 '}", 3'600'000.– ,Appartamento su due piani 6 Locali,
 1208, Genève,", Genève - In der Stadt in einem Wohngebiet","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 300 m', ' Locali ': ' 6 ', ' Piano ': ' Piano terra ', ' Piani della casa ': ' 1 ', ' Codice immobile ': ' 4687657 ', ' Numero oggetto ': ' ..b573b619-3efb-4a4f-bf50-b934eca0ae2b '}", su richiesta ,Appartamento 6 Locali,
 1203, Genève,", Genève - Superbe appartement, 4 pcs, gare, commerces et écoles à proximité","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 79 m', ' Locali ': ' 4 ', ' Piano ': ' 5° piano ', ' Anno di costruzione ': ' 1970 ', ' Ultima ristrutturazione ': ' 2018 ', ' Codice immobile ': ' 4683260 ', ' Numero oggetto ': ' ..2d2ababc-af26-42e6-8632-5e69bee81fd2 '}", 1'350'000.– ,Appartamento 4 Locali,
" Route des Acacias,", 1227,", Carouge GE - *Appartement de 4 pièces*","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 4 ', ' Codice immobile ': ' 4868839 ', ' Numero oggetto ': ' ..acb14035-81e0-4e54-a974-693769df12f0 '}", 760'000.– ,Appartamento 4 Locali,
 1205, Genève,", Genève - Joli appartement en étage élevé en plein centre-ville","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 120 m', ' Locali ': ' 4 ', ' Piano ': ' 4° piano ', ' Codice immobile ': ' 4679482 ', ' Numero oggetto ': ' ..707c72c0-46f3-409f-b78f-d2df3e7e0fd6 '}", 1'590'000.– ,Appartamento 4 Locali,
" Route de Malagnou,", 1208,", Genève - Duplex avec terrasse vue exceptionnelle","{' Tipo di oggetto ': ' Appartamento su due piani ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 230 m', ' Locali ': ' 9 ', ' Piano ': ' Più alto di 8° piano ', ' Codice immobile ': ' 4414152 ', ' Numero oggetto ': ' ..c5704dad-4710-46e7-a6ce-8757926486d4 '}", 6'000'000.– ,Appartamento su due piani 9 Locali,
 1209, Genève,", Genève - Pour investisseur, appartement loué et en société immobilière","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 152 m', ' Locali ': ' 5 ', ' Piano ': ' 4° piano ', ' Anno di costruzione ': ' 1975 ', ' Codice immobile ': ' 4670134 ', ' Numero oggetto ': ' ..a86b9088-d0e2-4271-907a-e31468181b9e '}", 1'100'000.– ,Appartamento 5 Locali,
 1207, Genève,", Genève - #2118744 / Durchgehende Wohnung / CH-1207 Genève","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 7 ', ' Piano ': ' 1° piano ', ' Codice immobile ': ' 4683030 ', ' Numero oggetto ': ' ..06d07292-ed71-4d7e-bd8b-a0849c6385b3 '}", su richiesta ,Appartamento 7 Locali,
" Rue Cramer 1,", 1202,", Genève - I want to buy a 40 - 70 sq. meter flat in Geneva /right bank","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 2 ', ' Codice immobile ': ' 4670726 ', ' Numero oggetto ': ' ..066ad920-1b0e-464e-a990-ca529cd46f84 '}", 500'000.– ,Appartamento 2 Locali,
 1201, Genève,", Genève - Bel appartement sur le Rhône","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 400 m', ' Locali ': ' 8 ', ' Piano ': ' 2° piano ', ' Ultima ristrutturazione ': ' 2000 ', ' Codice immobile ': ' 4688878 ', ' Numero oggetto ': ' ..40d00e04-f953-4605-bae3-2828e9df5c17 '}", 4'700'000.– ,Appartamento 8 Locali,
 1209, Genève,", Genève - Magnifique appartement d'angle","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 167 m', ' Locali ': ' 6 ', ' Piano ': ' 3° piano ', ' Anno di costruzione ': ' 2010 ', ' Codice immobile ': ' 4690828 ', ' Numero oggetto ': ' ..3ed18644-ca29-4e3a-a7e5-b2f0998f0de9 '}", 2'250'000.– ,Appartamento 6 Locali,
 1212, Grand-Lancy,", Grand-Lancy - Quartier du Bachet / Marignac","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 112 m', ' Locali ': ' 5.5 ', ' Piano ': ' 3° piano ', ' Anno di costruzione ': ' 1990 ', ' Codice immobile ': ' 4710096 ', ' Numero oggetto ': ' ..f86fdaeb-0330-47cb-9656-d7701e93722f '}", 1'290'000.– ,Appartamento 5.5 Locali,
" Avenue de Champel,", 1206,", Genève - APPARTEMENT DE 5,5 PIECES A CHAMPEL","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 175 m', ' Locali ': ' 5.5 ', ' Piano ': ' 1° piano ', ' Anno di costruzione ': ' 1940 ', ' Codice immobile ': ' 4159883 ', ' Numero oggetto ': ' ..eedd5f75-7a2f-4827-be0e-6dfac9db14c7 '}", 2'390'000.– ,Appartamento 5.5 Locali,
 1206, Genève,", Genève - Très beau 4 pièces traversant à Florissant","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 4 ', ' Piano ': ' 5° piano ', ' Anno di costruzione ': ' 1960 ', ' Ultima ristrutturazione ': ' 2017 ', ' Codice immobile ': ' 4717579 ', ' Numero oggetto ': ' ..7dcf71b1-3505-47c4-9712-eca438110c89 '}", 2'390'000.– ,Appartamento 4 Locali,
 1206, Genève,", Genève - Vente en lot de deux appartements","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 153 m', ' Locali ': ' 7 ', ' Anno di costruzione ': ' 2010 ', ' Codice immobile ': ' 4695371 ', ' Numero oggetto ': ' ..f802ac6d-7d1a-4a28-9b55-b626dcd1f5dc '}", su richiesta ,Appartamento 7 Locali,
 1223, Cologny,", Cologny - Villa modene d'exception","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 480 m', ' Locali ': ' 12 ', ' Anno di costruzione ': ' 2010 ', ' Ultima ristrutturazione ': ' 2020 ', ' Codice immobile ': ' 4731043 ', ' Numero oggetto ': ' ..20e0921a-a517-4294-b23a-d79089eb1ff4 '}", 16'500'000.– ,Casa monofamiliare 12 Locali,
 1204, Genève,", Genève - le charme en vieille-ville","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 134 m', ' Locali ': ' 4 ', ' Piano ': ' Piano terra ', ' Anno di costruzione ': ' 1900 ', ' Ultima ristrutturazione ': ' 2015 ', ' Codice immobile ': ' 4700105 ', ' Numero oggetto ': ' ..ed75a969-02af-4c78-8e5d-6dec826e4fa7 '}", 2'100'000.– ,Appartamento 4 Locali,
 1223, Cologny,", Cologny - Propriété contemporaine à découvrir","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 900 m', ' Locali ': ' 20 ', ' Condizioni ': ' Nuova costruzione ', ' Codice immobile ': ' 4868195 ', ' Numero oggetto ': ' ..d640af62-5a4c-4f85-b9d6-a1474b5bc6ff '}", su richiesta ,Casa monofamiliare 20 Locali,
 1202, Genève,", Genève - Spacieux 6 pièces traversant aux Nations","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 157 m', ' Locali ': ' 6 ', ' Piano ': ' 4° piano ', ' Piani della casa ': ' 7 ', ' Anno di costruzione ': ' 1995 ', ' Codice immobile ': ' 4709755 ', ' Numero oggetto ': ' ..aefc1ffe-3d8a-4a79-b606-17173c7d9b3f '}", 2'300'000.– ,Appartamento 6 Locali,
 1209, Genève,", Genève - Superbe appartement traversant","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 204 m', ' Locali ': ' 6 ', ' Piano ': ' 5° piano ', ' Anno di costruzione ': ' 1973 ', ' Ultima ristrutturazione ': ' 2011 ', ' Codice immobile ': ' 4734274 ', ' Numero oggetto ': ' ..a49e5b99-ae1a-48bf-b46c-df44068a4fb5 '}", su richiesta ,Appartamento 6 Locali,
 1223, Cologny,", Cologny - Propriété de prestige et unique à Cologny","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 1800 m', ' Locali ': ' 20 ', ' Codice immobile ': ' 4734041 ', ' Numero oggetto ': ' ..67b3a906-752a-45d7-904c-0205f30e1bd0 '}", su richiesta ,Casa monofamiliare 20 Locali,
 1223, Cologny,", Cologny - Joyau architectural contemporain d'exception","{' Tipo di oggetto ': ' Villa ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 580 m', ' Locali ': ' 11 ', ' Condizioni ': ' Nuova costruzione ', ' Codice immobile ': ' 4868240 ', ' Numero oggetto ': ' ..3ca802d9-0c29-4925-8204-fd78af8da9f8 '}", su richiesta ,Villa 11 Locali,
 1203, Genève,", Genève - Proche du parc Geisendorf","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 113 m', ' Locali ': ' 5 ', ' Piano ': ' 5° piano ', ' Anno di costruzione ': ' 1995 ', ' Codice immobile ': ' 4728557 ', ' Numero oggetto ': ' ..ab4cba5a-d0e0-4d16-9806-56798ee1b1e2 '}", 1'290'000.– ,Appartamento 5 Locali,
 1223, Cologny,", Cologny - Domaine des Princes","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 230 m', ' Locali ': ' 5 ', ' Piano ': ' Piano terra ', ' Condizioni ': ' Nuova costruzione ', ' Codice immobile ': ' 4701613 ', ' Numero oggetto ': ' ..8056acc6-9456-47a5-a149-a4b3590fe633 '}", su richiesta ,Appartamento 5 Locali,
 1204, Genève,", Genève - Vente en lot de deux appartements en Vieille-Ville","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 134 m', ' Locali ': ' 4 ', ' Piano ': ' 1° piano ', ' Anno di costruzione ': ' 1900 ', ' Codice immobile ': ' 4722004 ', ' Numero oggetto ': ' ..5a09e568-b944-4bb6-a61a-160c643139f4 '}", 2'100'000.– ,Appartamento 4 Locali,
 1223, Cologny,", Cologny - Appartement lumineux - Cologny","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 4 ', ' Codice immobile ': ' 4863402 ', ' Numero oggetto ': ' ..a2c5114a-7c6d-4c92-a616-427a14eb5f12 '}", 1'450'000.– ,Appartamento 4 Locali,
" Route de Pregny,", 1292,", Chambésy - Appartement neuf 5 pièces à Pregny Chambésy","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 128 m', ' Locali ': ' 5 ', ' Piano ': ' 2° piano ', ' Codice immobile ': ' 4864507 ', ' Numero oggetto ': ' ..8f63a077-70b4-4717-a96b-12e2acb9ced5 '}", 1'858'000.– ,Appartamento 5 Locali,
 1206, Genève,", Genève - Magnifique appartement proche du Parc Bertrand","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 348 m', ' Locali ': ' 10 ', ' Piano ': ' 4° piano ', ' Ultima ristrutturazione ': ' 2010 ', ' Codice immobile ': ' 4711182 ', ' Numero oggetto ': ' ..b3117a5c-9032-4af4-a502-f9a2e2f9f071 '}", su richiesta ,Appartamento 10 Locali,
 1218, Le Grand-Saconnex,", Le Grand-Saconnex - Spacieux 5 pièces au Grand-Saconnex","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 165 m', ' Locali ': ' 5 ', ' Piano ': ' 6° piano ', ' Anno di costruzione ': ' 1970 ', ' Codice immobile ': ' 4864773 ', ' Numero oggetto ': ' ..bb4307ed-a589-494b-924f-55bd646c628b '}", 1'750'000.– ,Appartamento 5 Locali,
 1204, Genève,", Genève - Appartement à vendre 7.5 pièces à 1204 Genève - Genève","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 319 m', ' Locali ': ' 7.5 ', ' Piano ': ' 1° piano ', ' Anno di costruzione ': ' 1787 ', ' Ultima ristrutturazione ': ' 2019 ', ' Codice immobile ': ' 4863389 ', ' Numero oggetto ': ' ..bda68d6d-61cb-4bfa-82e7-036e2d263a9b '}", 8'900'000.– ,Appartamento 7.5 Locali,
 1231, Conches,", Conches - EXCLUSIVITÉ - Magnifique villa au coeur de Conches","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 500 m', ' Locali ': ' 12 ', ' Ultima ristrutturazione ': ' 2007 ', ' Codice immobile ': ' 4864324 ', ' Numero oggetto ': ' ..95356abf-0545-45f9-afb8-bbfb58642f5b '}", 8'300'000.– ,Casa monofamiliare 12 Locali,
 1223, Cologny,", Cologny - Luxueux Hôtel Particulier (lot F) avec piscine, face au lac - Résid...","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 826 m', ' Locali ': ' 11 ', ' Piano ': ' Piano terra ', ' Condizioni ': ' Nuova costruzione ', ' Codice immobile ': ' 4721606 ', ' Numero oggetto ': ' ..9d120ae0-4c4d-40ce-aeec-37694dc43f3c '}", su richiesta ,Appartamento 11 Locali,
 1218, Le Grand-Saconnex,", Le Grand-Saconnex - Lumineux appartement de 5,5 pièces et proche de toutes les commodités","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 113 m', ' Locali ': ' 5.5 ', ' Codice immobile ': ' 4734382 ', ' Numero oggetto ': ' ..97bd91d8-750c-458a-a50e-80765c3ce859 '}", 1'495'000.– ,Appartamento 5.5 Locali,
 1205, Genève,", Genève - 1366a / Wohnung / CH-1205 Genève / CHF 3'800'000.-","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 197 m', ' Locali ': ' 5 ', ' Anno di costruzione ': ' 2009 ', ' Codice immobile ': ' 4864578 ', ' Numero oggetto ': ' ..e5ab28de-2148-4f5d-937a-4cac87d5aed2 '}", 3'800'000.– ,Appartamento 5 Locali,
 1227, Carouge GE,", Carouge GE - Carouge GE - Appartement de 3.5 pièces à vendre","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 57 m', ' Locali ': ' 3.5 ', ' Piano ': ' 2° piano ', ' Piani della casa ': ' 1 ', ' Anno di costruzione ': ' 1992 ', ' Codice immobile ': ' 4865599 ', ' Numero oggetto ': ' ..3874664b-4635-46b6-b54a-e71ef314dcd9 '}", 949'000.– ,Appartamento 3.5 Locali,
" Route de Pregny,", 1292,", Chambésy - Appartement neuf 3 pièces rez-de-jardin à Pregny-Chambésy","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 72 m', ' Locali ': ' 3 ', ' Piano ': ' Piano terra ', ' Codice immobile ': ' 4864492 ', ' Numero oggetto ': ' ..5ec588fe-7cf6-4d1a-92cb-e130f072f170 '}", 1'108'000.– ,Appartamento 3 Locali,
 1234, Vessy,", Vessy - Appartement - Vessy","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 6 ', ' Codice immobile ': ' 4866034 ', ' Numero oggetto ': ' ..3edf62fd-8983-4da0-92f4-5a4e0d9b1e99 '}", 2'750'000.– ,Appartamento 6 Locali,
 1216, Cointrin,", Cointrin - 5 pièces avec jardin en jouissance","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 5 ', ' Piano ': ' 2° piano ', ' Anno di costruzione ': ' 1952 ', ' Codice immobile ': ' 4866028 ', ' Numero oggetto ': ' ..1d4eb578-a7cd-4298-add8-32412e04e400 '}", 1'290'000.– ,Appartamento 5 Locali,
" Route des Acacias,", 1227,", Carouge GE - *Appartement de 4 pièces*","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 4 ', ' Codice immobile ': ' 4865500 ', ' Numero oggetto ': ' ..e818bc1d-a2cd-40d5-b056-66b1b4d46b9b '}", 760'000.– ,Appartamento 4 Locali,
 1224, Chêne-Bougeries,", Chêne-Bougeries - Exclusivité : villa familiale moderne proche tous commerces et écoles","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 5 ', ' Anno di costruzione ': ' 2016 ', ' Ultima ristrutturazione ': ' 2018 ', ' Codice immobile ': ' 4730394 ', ' Numero oggetto ': ' ..4893305f-fb05-40b6-a004-7ac20e93cd7e '}", 2'950'000.– ,Casa monofamiliare 5 Locali,
 1204, Genève,", Genève - Unique! Superbe appartement de 4 pièces de 157m2 à Genève","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 4 ', ' Piano ': ' 2° piano ', ' Codice immobile ': ' 4736547 ', ' Numero oggetto ': ' ..bdd58d40-6530-4a97-ad0e-39e75591c70e '}", su richiesta ,Appartamento 4 Locali,
" Route de Florissant,", 1206,", Genève - immobilier","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 160 m', ' Locali ': ' 5.5 ', ' Codice immobile ': ' 4811435 ', ' Numero oggetto ': ' ..fbb2ae08-528a-4e15-baaa-ee1d88a6c70b '}", 2'450'000.– ,Appartamento 5.5 Locali,
" Rue des Granges 16,", 1204,", Genève - Exceptionnel duplex de 4.5 pièces à la Rue des Granges à Genève","{' Tipo di oggetto ': ' Mansarda ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 212 m', ' Locali ': ' 4.5 ', ' Piano ': ' 4° piano ', ' Codice immobile ': ' 4863060 ', ' Numero oggetto ': ' ..01913f52-6e14-4ab4-8827-afd6bfe147fc '}", 4'550'000.– ,Mansarda 4.5 Locali,
 1223, Cologny,", Cologny - COLOGNY - Splendide appartement avec vue Lac","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 4 ', ' Codice immobile ': ' 4811814 ', ' Numero oggetto ': ' ..66ea5a07-418a-4a9c-b935-74aebefca7f8 '}", 5'900'000.– ,Appartamento 4 Locali,
 1206, Genève,", Genève - Esprit loft en plein centre ville","{' Tipo di oggetto ': ' Mansarda ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 93 m', ' Locali ': ' 5 ', ' Piano ': ' 3° piano ', ' Codice immobile ': ' 4736528 ', ' Numero oggetto ': ' ..510c7d3e-3887-48c9-9d3e-6585555d5dd8 '}", 1'850'000.– ,Mansarda 5 Locali,
 1227, Carouge GE,", Carouge GE - Au c?ur du vieux Carouge","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 239 m', ' Locali ': ' 5 ', ' Piano ': ' 3° piano ', ' Codice immobile ': ' 4811149 ', ' Numero oggetto ': ' ..44fc05b0-6142-45b8-abbe-1dc71f511194 '}", 2'690'000.– ,Appartamento 5 Locali,
 1209, Genève,", Genève - Penthouse à la vue époustouflante","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 380 m', ' Locali ': ' 10 ', ' Codice immobile ': ' 4734516 ', ' Numero oggetto ': ' ..f5d3e2d4-0af5-4842-8a5a-739c0ced8dd2 '}", 5'990'000.– ,Appartamento 10 Locali,
 1206, Genève,", Genève - En exclusivité : 7 pièces de 147m2 dans un immeuble classé de stand...","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 147 m', ' Locali ': ' 7 ', ' Anno di costruzione ': ' 1900 ', ' Codice immobile ': ' 4866025 ', ' Numero oggetto ': ' ..1b192ef1-1d8e-41b8-bdd6-cbfcfc47ba35 '}", 2'990'000.– ,Appartamento 7 Locali,
 1203, Genève,", Genève - Exclusivité Appartement dans une résidence luxueuse","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 110 m', ' Locali ': ' 4 ', ' Piano ': ' 2° piano ', ' Anno di costruzione ': ' 2015 ', ' Codice immobile ': ' 4813208 ', ' Numero oggetto ': ' ..47433587-e226-4ab2-9889-eec54e0062d4 '}", 1'650'000.– ,Appartamento 4 Locali,
 1231, Conches,", Conches - Sublime villa moderne à Conches","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 420 m', ' Locali ': ' 11 ', ' Anno di costruzione ': ' 2006 ', ' Codice immobile ': ' 4864323 ', ' Numero oggetto ': ' ..ca87ec97-17ca-440c-b859-e37623b63bd9 '}", 7'750'000.– ,Casa monofamiliare 11 Locali,
 1225, Chêne-Bourg,", Chêne-Bourg - Magnifique maison d'architecte","{' Tipo di oggetto ': ' Villa ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 205 m', ' Locali ': ' 12 ', ' Anno di costruzione ': ' 1988 ', ' Codice immobile ': ' 4814399 ', ' Numero oggetto ': ' ..5065be31-cd26-40ba-8d76-a8f0ab2ebe87 '}", 3'950'000.– ,Villa 12 Locali,
" Route de Pregny,", 1292,", Chambésy - Appartement neuf 3 pièces à Pregny-Chambésy","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 72 m', ' Locali ': ' 3 ', ' Piano ': ' 2° piano ', ' Codice immobile ': ' 4864493 ', ' Numero oggetto ': ' ..65e00adb-a743-40d4-9e08-fb944355f29a '}", 1'138'000.– ,Appartamento 3 Locali,
 1206, Genève,", Genève - Grand duplex de 380 m² à Champel à rénover","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 377 m', ' Locali ': ' 9 ', ' Anno di costruzione ': ' 1987 ', ' Ultima ristrutturazione ': ' 1996 ', ' Codice immobile ': ' 4725096 ', ' Numero oggetto ': ' ..d52aec4a-cac3-402f-bdeb-3089db9258ea '}", su richiesta ,Appartamento 9 Locali,
